,speaker,line
15752,Michael,"Yes. Join me please, won't you?  I am going to give you a raise."
15753,Michael,Because of all the good work you've done.
15754,Pam,I have the lowest sales record of anyone here.
15755,Michael,"That's-- no, no-- it's not about numbers, Pam. It's about attitude."
15756,Pam,I have the worst attitude of any person here.
15757,Michael,Do you want the raise or what?
15758,Pam,"Yeah, I'll take it. "
15759,Michael,"Hey, Pam, Pam-- with this raise there are strings attached.  And the string is attached from my heart to your mean attitude."
15760,Michael,No! No-- no I am not. Unless you want me to. DO you want me to? Cause I will. I will bribe you. No. Your face is saying don't-- unless I haven't offered you enough... your face isn't changing. What is it? Talk to me face. Tell me what Pam's brain is thinking. Come on! What do you want? What do you want? Do you want a million dollars? Do you want to hit me? Want me to get down on one knee and beg you or--
15761,Pam,I want to hit you.
15762,Pam,I want to hit you. I'll do that.
15763,Michael," Oh-- okay , what? I don't-- Are you kidding?"
15764,Pam,No. Are you kidding?
15765,Michael,Ye-- No. Alright. I'll take off my jacket and tense my stomach and you can just--
15766,Pam,No. I don't think I can hit you in the office.
15767,Pam,"So, um... we'll do it after work. In the parking lot. In front of everyone. I'm going to hit you as hard as I can."
15768,Michael,Never. About what? A little-- what are you talking--
15769,Ryan,We heard about the punch.
15770,Michael,I'm pretty sure we said slap.
15771,Ryan,I'm getting concerned that you don't seem to understand what's going to happen. Do you?
15772,Michael,I-- mmm-- I'm good.
15773,Ryan,alright. See you there.
15774,Michael,Do you and Pam ever get frisky?
15775,Michael,I mean-- do you ever wrestle with each other?
15776,Jim,She wants it bad Michael.
15777,Michael,Can you stop this?
15778,Jim,And I don't support her choice to hit you.
15779,Jim,But at the same time she looks crazy and I do understand her reasoning.
15780,Jim,I just need some time.
15781,Michael,You gotta do something--
15782,Jim,I just need some time. Just give me some time to make a decision.
15783,Michael,How much time do you think you'll need?
15784,Jim,No more than a week. Maybe two weeks.
15785,Pam, Okay wait-- it's-- you're saying it comes from the foot.
15786,Kevin,My money's on Pam.
15787,Oscar,It's not a fight. What other outcome could there be?
15788,Oscar,How? He can't hit back.
15789,Kevin,Why can't you just agree with me sometimes?
15790,Michael,Am I scared of getting hit in the face? No. Everyday weirdo's pay dominatrix's hundreds of dollars for that very privilege. I'm scared I'm gonna love it.  Let's do this.
15791,Michael,It's okay guys... I can handle this. Everybody can go home.
15792,Kevin,"We're here for the show, Michael."
15793,Michael,You're just a bunch of voyeurs. Are you eating popcorn?
15794,Pam," You have to keep your hands down, Michael."
15795,Michael,I know.  Okay. Alright.  Oh-- God!
15796,Pam,"Michael, you have to put your hands down."
15797,Angela,Put your hands in your pockets.
15798,Michael,"Okay!  Pam, Pam-- I'm really sorry. I'm sorry."
15799,Pam,What are you sorry for?
15800,Michael,So many things. I don't know. It's hard to choose.
15801,Pam,How about for dating my mom?
15802,Pam,And dumping her on her birthday.
15803,Pam,Okay-- just-- don't ever date a member of my family again.
15804,Michael,Okay. I promise.  For the record your mom came on to me. 
15805,Pam,No. You were right.
15806,Dwight," Wait, why are you limping?"
15807,Dwight,Let's get some raw meat on that face. I got a chicken in the freezer upstairs.
15808,Michael,"As I watched Pam's big, strong hand coming towards my face I saw my entire life flash before my eyes. And guess what? I have four kids. And I have a hover-car and a hover-house. And my wife is a runner and it shows. And Pam and Jim are my best friends and our kids play together. And I am happy and I am rich and I never die. It doesn't sound like much, but its enough for me."
15809,Dwight,"Good, good. Keep it on there for another five minutes. Just let the swelling go down."
15810,Michael,Oh thank you. Thanks. I owe you one Dwight.
15811,Dwight,I'm cashing in the favor. Fire him.
15812,Michael,What are you talking about--
15813,Dwight,Do it. Promote me. Tri-managers.
15814,Dwight,Can I have an office?
15815,Dwight,You know what you can keep your stupid favor. It's worthless. And this is my dinner on your face. I'm keeping it.
15816,Michael, Oh that feels better.
15817,Dwight," Got you! Broken arm! Boom Boom Boom! Broken Nose! Boom Boom Boom Boom! Broken Nose! Boom! Ha, gonna flip you!"
15818,Jim,"Once a year Dwight holds a seminar updating us on the newest developments in the world of karate... because as we all know, the one thing thousand year martial arts do all the time is change."
15819,Dwight,How can I pose this to you in a relatable way? You are all members of the Yakuza and you happen to be visiting the Lackawanna trolley museum... and you are attacked by triads... how can you hold them off until your clan arrives? You cannot go wrong with a throat punch 
15820,Jim,"OK, so there's no defense for that, good to know."
15821,Dwight,"No, there is a defense for that. Let me demonstrate. Someone attack me. Kevin, go!"
15822,Kevin,No way. Last time you pulled my pants down and then you tried to choke me with my shoelace.
15823,Dwight,False. I did choke you with your shoelace. Now come at me!
15824,Jim,"OK, with all due respect to everyone here, I think the most worthy opponent of you is you."
15825,Dwight,That is correct. Unless there happened to be measles present.
15826,Jim,"So let's just say that Dwight has come at you with the throat punch. Now how would you, Dwight, defend against it?"
15827,Dwight,Easy. Allow me to demonstrate. I am attacking myself with a throat punch. Here it comes.  Block. Grasp wrist as such. 
15828,Jim,"And what if he comes at you with the other hand, because he does have two."
15829,Dwight,"Good point. Second, throat punch, absorb the blow.  Groin punch, hip block, elbow to the gut. Uh oh, up to the nose. No, you're not. Ow! Oh!"
15830,Jim,"Oh my God, he's making you look like such a fool."
15831,Dwight,"He really is, but not for long.  Ow! Instep, oh, not again.  You let go, you let go. Oh, you're right, I can't hold on."
15832,Jim,You two are so evenly matched I don't know how one of you is going to get the upper hand.
15833,Dwight,The important thing to remember Jim... we always have what is called the element of surprise. 
15834,Michael,But I would say my favorite art form is a tie between sculpting and stand up comedy.
15835,Andy,I did stand up comedy once.
15836,Michael,That sounds like it was hilarious.
15837,Dwight,What is the meaning of this email that everyone got?
15838,Michael,"You'll have to be more specific Dwight, I get like eight emails a day."
15839,Dwight,"This one, from David Wallace to all Dunder Mifflin."
15840,Michael,"Woo hoo, shout out!"
15841,Dwight,Hello everyone I am sure you have seen the item in the Journal. I just want to stress that it's all conjecture. If there's any concrete news you will know ASAP.
15842,Michael,"Erin, do we have the journal?"
15843,Erin,Your feelings journal? You told me to put it in the time capsule.
15844,Pam,"Michael, he means the Wall Street Journal online."
15845,Oscar,"I found the article.  ""On a day marked by panicked corporate board meetings, one that is relatively not surprising is Dunder Mifflin's. It is rumored that they will recommend... "" and the article cuts off."
15846,Michael,It's $1.99 to finish the article. I wonder what it was going to say? 
15847,Andy,"I got it, I got it... Oh, Tuna beat me to it."
15848,Michael,"No, no, that doesn't make any sense."
15849,Oscar,"Not necessarily, bankruptcy could mean a lot of things. Maybe they're just restructuring to get out of debt."
15850,Michael,"Oh, that sounds awful."
15851,Oscar,Or it could mean the end of Dunder Mifflin.
15852,Michael,"Oh God. Well, that's an interesting theory."
15853,Dwight,You know what? You can all have jobs at Schrute Farms as human scarecrows. It doesn't pay much and you can't unionize.
15854,Michael,"Ah, well maybe you should spy on him.  Oh my God, wouldn't that be hilarious! "
15855,Michael,"OK, OK. Good. I'll catch you on the flippity flip. Bye.  He's busy, he'll call me back when he's free."
15856,Kevin," Michael, are you OK? Did you throw up in there?"
15857,Michael,"No, I'm just poopin'. You know how I be."
15858,Kevin,It smells like throw up in here.
15859,Michael,Crazy world. Lotta smells.
15860,Andy,"I like Erin. There, I said it. I was kinda hoping she would ask me out, but things have not panned out on that front, so... it is time for the Nard Dog to take matters into his own paws."
15861,Jim, We have to do something because people are losing it out there wondering what's going to happen.
15862,Michael,"OK, we need some sort of distraction for everybody. Anything new on YouTube? Doesn't even need to be good. Oh God, I can't think, need more Mullins."
15863,Jim,"Listen, Wallace said these were just rumors, right? So we have no reason to think the company is anything but fine. So if we just go on with our work, you and me, they'll follow along."
15864,Michael,"Monkey see, monkey do."
15865,Michael,Monkey pee all over you.
15866,Jim,"That rhymes, so what have we on the docket today?"
15867,Michael,We have a monthly staff meeting
15868,Jim,"Alright, let's conference room it up!  Here's the deal guys. There is no new information as of yet, so I suggest we all just keep working."
15869,Jim,"Sure I'm a little nervous, but doing our work will make us feel better. I only slack off when things are good."
15870,Jim,"Customers have to use the coupon code from the website. And as of now there is no differentiation between the letter O and the zero, but we are working on that. Stay tuned for that."
15871,Dwight, He needs me. Seat saved infinity. 
15872,Michael, What? Oh my God!  There has been a murder. There's been a murder in Savannah. 
15873,Michael,"Games have the power to distract people from stressful situations. Battleship got me through my parents' divorce. Operation got me through my vasectomy, i.e., my operation. I don't think I would have been able to endure my breakup with Holly had it not been for Toss Across."
