,speaker,line
8924,Andy,"Ok, I hear you, sweetheart, but this is a deal breaker. But you know what? You're gonna love these guys. Carl 1, Carl 2, Broccoli Rob, Spare Rib, Doobie, Lunch Box, Boner Champ, that's me, Pubie Lewis and the News, Hopscotch, Jingle Jangle, Sandwich. These are the best best-man a guy could ever hope for."
8925,Pam,"Hey! This is not half-way! I did the math. I had to drive way longer than you. Montclair would have been closer, so you have to buy lunch."
8926,Pam,What are you doing?
8927,Jim,I just... couldn't wait.
8928,Jim,"Pam, will you marry me?"
8929,Dwight,God. Where is Jim?
8930,Michael,"I have to say, I think the problem with that whole thing..."
8931,Michael,...was that he was a complete stupid idiot.
8932,Michael,I know. I love Counting Crows.
8933,Michael,That's a shame. A shame to waste these. I want to buy them from you.
8934,Michael,"I do. No. I do. I, I want to. Trust me. I really do."
8935,Michael,"Alright. Alright!  Just, I want you to just forget about him, ok? Case closed. Umm, can I pay you tomorrow? I have like a 60 dollar limit on my ATM, so..."
8936,Dwight,What are you smiling about there smiley pants? You're late.
8937,Michael,"Darryl, would you do the honors?"
8938,Michael,"Nonono, no, no, I don't want to hear moaning. This is a good day. You guys accomplished something big. You lost a ton of weight, literally. A lot of weight. And I don't care what any stupid scale says. You guys are all gigantic losers."
8939,Pam," Well, I should go."
8940,Jim,Alright. I'll tell everybody here that you say hi.
8941,Pam,"No, don't. I'm mad at them."
8942,Pam,Not one of them called to congratulate me on our engagement.
8943,Jim,Ah. That... they might be off the hook for because I... didn't tell them.
8944,Jim,"I just didn't, you know, want a deal."
8945,Pam,"Come on, it won't be that bad."
8946,Jim,"OK. You know what? Here we go.  Uh, everybody? I just want to make an announcement. Pam and I are engaged."
8947,Andy,"A little close to my engagement there Tuna, what's your game here?"
8948,Dwight," She's not a virgin, you know."
8949,Pam,"No, nothing. Nothing Michael! Just saying hi. "
8950,Dwight," I got it, I got it. "
8951,Michael,"""Why are you helping her? You're not even dating."" She's my friend... and... ultimately my strategy is to merge this into a relationship... without her even knowing. Uh..."
8952,Michael,"Ok, let's give it for Miss... Holly Flaaaax! "
8953,Michael," Ok. Well done. Good speech Ryan, you're a good guy."
8954,Michael,"Well, I think we can all totally agree that Holly is totally fantastic. "
8955,Michael, Can't set 'em up like that.
8956,Michael,Can we have a moment?  Can I talk to you for a sec? Lot of good stuff. And you look... you look fantastic.
8957,Dwight,What should we be working on while you guys are talking?
8958,Michael,"Do some... do some work.  People expect a lot from these meetings. Laughter, sudden twists. Surprise endings. You need to be Robin Williams and M. Night Shyamalan. You need to be Robin Shyamalan."
8959,Michael,Do you... just... you're kind of losing them.
8960,Michael," Lauren,  enough with the pencils."
8961,Andy,I'll drop an ethics bomb on you. Would you steal bread to feed your family? ... Boom!
8962,Dwight,"It's a trick question. The bread is poisoned. Also, it's not your real family. You've been cuckolded by a stronger, smarter male."
8963,Andy,No that's... not how it works.
8964,Michael,I would not... steal the bread. And I would not let my family go hungry.
8965,Michael,"Anybody? This is a chance for you to say something without any repercussions. Stanley? Oscar, come on."
8966,Michael,I will go first. When I discovered YouTube I didn't work for five days. I did nothing. I viewed Cookie Monster sings Chocolate Rain about a thousand times.
8967,Michael,To tell you or not. And I'm glad I did. I feel very very good. Cathartic. I promise you that you are not going to get into trouble. You can say anything you want with total and complete immunity.
8968,Michael,"Yeah, . Come on, anybody. Let it fly."
8969,Dwight,Time thief. Time thief! Fire him!
8970,Jim,"Dwight, you've really never stolen any company time?"
8971,Michael,You are a thief of joy. Anybody else. Yeah?
8972,Michael,Who hasn't? Good. Good! What else?
8973,Michael,"Well, let's keep this party movin' on."
8974,Michael,"That's crazy. That's crazy talk! Meredith! The Merenator, sleepin' with suppliers! Hoo-ooh! Wow! What time we got?  You know what? That's a good place to end it. Right there. This, I think, was a great ethics seminar. She has given us a lot of wonderful things to think about. Right... what is wrong. Who's to say? Really. In the end. I mean because it is... unknowable. But, let's give her a round of applause. Holly, everybody. Holly! Get back to work.   Great job. I am truly impressed. That, uh, you really pulled that one out. Classic. Classic meeting. We should celebrate."
8975,Michael,"Meredith, why don't you tell Holly... it's not what she thinks. Nothing unethical happened... and that you just like to sleep around."
8976,Michael,"No... no, this is just a stupid formality."
8977,Dwight,What are you doing?
8978,Jim,Oh you had said that you don't do anything personal during work time so... I'm just making sure.
8979,Dwight,"Oh, so wait a minute, you're going to time me every time I yawn? That's absurd.  Really?  Oh hey look, monkey knows how to use a stopwatch everybody! He's ti--- "
8980,Jim,Personal conversation. Seventeen seconds.
8981,Dwight,There is no way that that was--- 
8982,Michael,"Well, well. Holly... lujah! It's a miracle, you're at your desk."
8983,Michael,"Hoo-ooh! Reaching! You'll get there. Anyway, I was giving it some thought, and there's no reason that two attractive, good looking, intelligent, funny, attractive people can't, you know, just... sit down and work this whole Meredith thing out."
8984,Michael,Good. Would you care to bang it out over lunch?
8985,Michael,"Oh no, no, no. Your food is no good here, my lady.  Sorry! You know what? Let's go out! Dunder Mifflin's treat. Um, actually you're not a client... so... we'll just split it? Ethical."
8986,Michael,What do you think? What do you think of this place?
8987,Michael,"Istn't it? Yeah, it's kind of... business/romantic. So you're from Des Moines?"
8988,Michael,"Wow, that sounds so... warm."
8989,Michael,Here too. You know what my favorite season is?
8990,Michael,"Yeah, get the boring stuff out of the way. Autumn was what I was going to say. When the leaves change. It's just, I... I think it is the most contemplative of seasons."
8991,Jim,"By any chance, did you see Battlestar Galactica last night?"
8992,Andy,"No, I did not. Was that any good?"
8993,Jim,Actually not. It was really so-so.
8994,Jim,"I mean I like all the crazy monsters and stuff. You know, like klingons and wookies and all that but...  Sorry, was there something you wanted to add, Dwight?"
8995,Andy,Is that anything like the original Battlestar Galactica?
8996,Jim,"You know, it's weird. It's practically a shot for shot remake."
8997,Andy,"Really?  Huh, that's cool."
8998,Jim,Story's kinda bland. It's about this guy named Dumbledore Calrissian who needs to return the ring back to Mordor.
8999,Andy,Really? That doesn't sound right.
9000,Michael,"I just don't want my employees thinking that their jobs depend on performance. I mean, what sort of place is that to call home? And Meredith needs this job. This is her main source of money."
9001,Michael,"Ok, new idea. We don't report it at all. We just punish her."
9002,Michael,"Mmhmm, tell her she can't have s*x for six months."
9003,Michael,"I don't know. I saw this thing, like a belt with a key."
9004,Michael,"No, it's more of a underwear garment that has little spikes like made of, sometimes they are made of metal. You know what I am talking about. You unlock a little door that... down... where you, where you put, where you put the..."
9005,Jim,"He has not stopped working for a second. At 12:45 he sneezed while keeping his eyes open, which I always thought was impossible. At 1:32 he peed, and I know that because he did it in an open soda bottle under the desk while filling out expense reports. And on the flip side, I have been so busy watching him that I haven't even started work. It's exhausting, being this vigilant. I'll probably have to go home early today."
9006,Michael,I am just saying that I don't think that you understand what I am saying.
9007,Michael,Well... bleh busted. I don't...
9008,Michael,"Well, you have to tolerate a lot when you are part of a family."
9009,Michael,I will be honest with you. That car ride did not go well and that was not my fault. The only reason I am standing out here right now is because I don't want to take the elevator with her. And I am holding on to her leftovers. 
9010,Jim, 19 minutes and 48 seconds. What were we doing for 19 minutes and 48 seconds?
9011,Dwight,None of your business.
9012,Jim,So I guess I can assume that was personal.
9013,Jim,So maybe you're not completely ethical after all.
9014,Dwight,"Yes, maybe I'm not. "
9015,Michael,What's the only thing worse than one HR rep?
9016,Michael,"I don't know. Can you? Kendall, my main man."
9017,Michael,Let the record show that it was during the immunity part of the seminar.
9018,Michael,"How do you tell somebody that you care about deeply, ""I told you so."" Gently with a rose? In a funny way, like it's a hilarious joke? Or do you just let it go, because saying it would just make things worse? ... Probably the funny way."
9019,Michael,"Ok, everybody listen up. If you are not in that conference room in two minutes I am going to kill you."
9020,Michael,Get in there right now or I'm gonna lose it! 
9021,Michael,"Now is really not the time, Meredith."
9022,Andy,"Wait a second, how does the steak factor in again?"
9023,Dwight,Contractions are coming every ten minutes.
9024,Michael,"OK, just remember to keep breathing."
9025,Dwight,My cervix is ripening.
9026,Jim," Jan is about to have a baby with a sperm donor. And Michael is preparing for the birth of a watermelon with Dwight. Now, this baby will be related to Michael through  delusion."
